# Sample flow file,,,,,,,
# Scenario B flow,,,,,,,
# To be processed using flow stress calculator (FlowStress_main.py),,,,,,,
# Robert Morden University of Melbourne February 2024,,,,,,,
,year,month,C1,C2,C3,C4,C5
1949-10-01,1949,10,572.2365,2261.1543,4625.6905,24063.7073,5167.3792
1949-11-01,1949,11,360.1922,1888.2,4748.7785,21887.1879,3474.2199
1949-12-01,1949,12,56.5529,118.2293,840.2046,2698.4338,6.5156
1950-01-01,1950,1,15.4174,111.1233,270.6806,852.4911,0.0002
1950-02-01,1950,2,100.3453,300.5175,633.5765,2360.6278,5.4437
1950-03-01,1950,3,63.949,212.842,393.494,2897.5408,3.9538
1950-04-01,1950,4,100,309.0644,845.004,5265.8123,43.7966
1950-05-01,1950,5,100,193.0378,799.3906,6762.2197,30.7879
1950-06-01,1950,6,29.8016,139.0977,269.8597,3746.347,5.6806
1950-07-01,1950,7,80.6234,213.8136,636.1711,5443.3865,7.3634
1950-08-01,1950,8,77.7991,250.8638,762.3644,4489.3611,40.8629
1950-09-01,1950,9,582.7614,2844.8479,6863.5039,25153.2833,3319.888
1950-10-01,1950,10,178.3307,504.7362,2171.201,5309.5853,40.8358
1950-11-01,1950,11,93.1629,196.2941,888.7509,2140.0613,8.3459
1950-12-01,1950,12,36.5291,136.1754,337.839,978.8942,0.2259
1951-01-01,1951,1,11.0737,112.9023,106.6483,417.998,0.0025
1951-02-01,1951,2,221.7254,721.8042,1843.2772,8169.6746,27.1457
1951-03-01,1951,3,30.232,107.4197,271.1752,1294.5167,0.1521
1951-04-01,1951,4,355.7629,814.254,3162.9895,9250.9172,138.3813
1951-05-01,1951,5,309.3738,1045.919,3226.7085,13357.8166,337.8282
1951-06-01,1951,6,100,1133.6678,2277.6425,14641.194,1985.0944
1951-07-01,1951,7,335.6418,3165.3637,7605.8415,20411.2512,4569.7159
1951-08-01,1951,8,772.3438,7346.4791,18351.358,46268.6324,11774.4986
1951-09-01,1951,9,100,380.0212,3826.6291,7973.4826,126.9403
1951-10-01,1951,10,324.8454,1064.4921,4023.0446,10731.6433,231.009
1951-11-01,1951,11,80.483,177.5703,1001.3403,2244.7491,4.4526
1951-12-01,1951,12,53.7612,168.1871,440.1214,1146.4299,0.796
1952-01-01,1952,1,13.09,132.0732,137.6223,476.2966,0.2204
1952-02-01,1952,2,23.673,129.6748,135.4239,583.8612,0.4987
1952-03-01,1952,3,7.4353,130.7429,50.6895,310.5085,0.0104
1952-04-01,1952,4,100,377.9151,1202.5869,3626.1755,43.5704
1952-05-01,1952,5,291.4209,944.8189,3061.8406,9593.3875,248.5766
1952-06-01,1952,6,1298.1188,9179.786,20969.9923,62041.4458,11717.263
1952-07-01,1952,7,251.6291,3059.3725,9791.5828,23719.1379,3166.5074
1952-08-01,1952,8,368.4635,3639.2621,10744.5313,24451.2274,4210.4422
1952-09-01,1952,9,227.2803,1660.0938,6200.4026,14954.27,2606.1112
1952-10-01,1952,10,1356.927,4338.801,14559.4975,32664.4424,5699.8248
1952-11-01,1952,11,1309.5805,2383.9808,11014.3766,28605.3085,5786.8893
1952-12-01,1952,12,232.5876,368.8005,2527.4653,5900.1049,37.501
1953-01-01,1953,1,59.4671,172.0681,727.6753,1567.5069,0.2089
1953-02-01,1953,2,16.642,163.1623,235.386,592.4448,0.0009
1953-03-01,1953,3,5.2682,166.5362,86.8971,308.2993,0
1953-04-01,1953,4,25.3727,202.2327,210.4746,698.3356,0.416
1953-05-01,1953,5,100,326.7592,680.109,1663.4056,0.72
1953-06-01,1953,6,114.6658,375.2771,1150.8268,2402.2443,2.6468
1953-07-01,1953,7,147.171,660.9243,2379.8602,5349.2223,65.1132
1953-08-01,1953,8,470.4875,3303.4265,8123.4768,18610.9714,213.6207
1953-09-01,1953,9,697.439,3248.8102,9612.1821,25239.8173,2376.5782
1953-10-01,1953,10,240.1967,995.5782,3996.6131,9651.0285,122.9331
1953-11-01,1953,11,627.1786,1412.6144,5561.3481,14828.4783,147.8507
1953-12-01,1953,12,100,211.9844,1086.7127,2171.6332,0.8773
1954-01-01,1954,1,38.7701,195.7604,390.1136,1086.6405,0.03
1954-02-01,1954,2,37.148,280.1577,305.9189,1275.9923,0.0109
1954-03-01,1954,3,8.7212,173.6559,86.5219,426.5422,0.0126
1954-04-01,1954,4,75.6137,266.2997,555.1262,2355.1155,28.093
1954-05-01,1954,5,20.0727,194.0725,228.7589,945.8366,0.6691
1954-06-01,1954,6,100,463.1221,1036.7786,3591.0055,8.9967
1954-07-01,1954,7,47.3326,229.4485,541.919,2253.6038,8.0118
1954-08-01,1954,8,100,496.8189,1037.551,4145.982,30.3952
1954-09-01,1954,9,100,526.8787,1103.1005,3506.2479,6.5161
1954-10-01,1954,10,100,548.003,1435.4649,8283.4372,51.9536
1954-11-01,1954,11,378.1264,1608.2463,3269.2328,19383.7428,465.9263
1954-12-01,1954,12,188.4173,387.7782,1260.1394,3840.6966,16.2091
1955-01-01,1955,1,32.6234,162.5994,264.3325,938.7931,0.0705
1955-02-01,1955,2,100,340.7901,967.0102,2842.7204,40.5764
1955-03-01,1955,3,25.1649,399.7952,697.9309,5227.8523,7.4272
1955-04-01,1955,4,27.7054,195.1418,257.1622,1978.0976,5.8511
1955-05-01,1955,5,84.8705,397.1072,701.1486,8883.1365,117.3379
1955-06-01,1955,6,100,902.4695,1310.6365,13526.1765,3188.3921
1955-07-01,1955,7,100,1172.4296,1899.7142,11055.7535,3879.5467
1955-08-01,1955,8,1420.5298,7732.1432,15555.4759,41053.2314,9065.824
1955-09-01,1955,9,306.2925,1055.0791,5075.1068,13852.6481,1708.012
1955-10-01,1955,10,194.5531,789.8432,3523.0307,10194.5044,347.1145
1955-11-01,1955,11,92.8562,270.1212,1101.0121,2699.3586,23.4543
1955-12-01,1955,12,113.908,533.7441,1401.6761,3986.3232,14.3656
1956-01-01,1956,1,47.3563,189.9441,345.3094,1241.692,0.4504
1956-02-01,1956,2,7.6767,155.5911,88.6842,380.7283,0.0019
1956-03-01,1956,3,27.6376,203.4073,268.0862,921.3724,0.8275
1956-04-01,1956,4,118.2237,341.0441,1045.3337,3090.3175,34.1773
1956-05-01,1956,5,796.0637,1816.2027,5444.413,14744.5299,115.4033
1956-06-01,1956,6,384.5912,1009.027,4494.2803,12249.9882,552.743
1956-07-01,1956,7,543.225,2551.3421,10009.0112,22135.9209,4080.5877
1956-08-01,1956,8,513.974,3716.8978,12500.4411,26197.0673,3379.3361
1956-09-01,1956,9,1532.2086,5354.9949,14955.6502,31996.1831,1787.5175
1956-10-01,1956,10,1106.1036,2620.093,9786.1429,20657.898,970.9826
1956-11-01,1956,11,289.9944,506.7186,3014.0328,5460.7308,32.245
1956-12-01,1956,12,95.3781,223.4504,920.5381,1935.4025,1.1443
1957-01-01,1957,1,19.5729,190.9222,267.3981,622.9481,0.005
1957-02-01,1957,2,32.6108,174.7851,134.6044,364.1082,0.0132
1957-03-01,1957,3,46.2794,206.5653,199.1269,542.3051,0.1115
1957-04-01,1957,4,25.2085,195.6151,129.2322,604.0504,1.8972
1957-05-01,1957,5,38.9704,225.779,278.5215,1139.0043,8.3273
1957-06-01,1957,6,30.6802,205.7986,230.3921,1043.7486,4.453
1957-07-01,1957,7,48.5065,381.9907,510.5664,1954.365,0.7513
1957-08-01,1957,8,63.8572,355.4818,731.3328,2629.9742,24.411
1957-09-01,1957,9,120.9268,645.859,1611.1501,3994.9652,40.1812
1957-10-01,1957,10,181.0525,895.0552,2495.5188,8780.0993,66.4099
1957-11-01,1957,11,83.6277,281.9795,822.0678,2306.5991,1.7184
1957-12-01,1957,12,30.2359,193.5768,299.2149,1394.3657,18.4232
1958-01-01,1958,1,7.1913,177.2385,82.4359,435.4543,0.0939
1958-02-01,1958,2,32.9476,176.3561,151.9502,559.6,0.0161
1958-03-01,1958,3,5.2209,176.3474,35.4805,276.7506,0.0016
1958-04-01,1958,4,3.0744,170.771,24.1905,245.4534,0.0032
1958-05-01,1958,5,243.3408,705.1382,2470.8085,5462.6921,24.0478
1958-06-01,1958,6,34.027,177.8962,368.628,974.0238,0.1548
1958-07-01,1958,7,100,453.4277,1682.0315,3822.8894,18.6048
1958-08-01,1958,8,632.9406,1645.806,6873.5118,13089.0868,272.5823
1958-09-01,1958,9,174.6074,820.9371,3919.6123,8438.6409,21.1822
1958-10-01,1958,10,367.1381,2160.0272,6473.5292,19530.447,183.4989
1958-11-01,1958,11,100,357.1077,1987.0074,4228.0439,10.0906
1958-12-01,1958,12,35.2637,208.3778,633.3546,1918.6259,0.0714
1959-01-01,1959,1,8.6407,169.4804,179.6111,566.8188,0.0019
1959-02-01,1959,2,53.8474,176.4109,264.8438,887.2356,1.7299
1959-03-01,1959,3,88.7277,272.7278,657.365,2499.3746,10.4182
1959-04-01,1959,4,11.6382,164.5685,102.63,575.0465,0.2087
1959-05-01,1959,5,4.173,168.6718,40.199,259.879,0.0076
1959-06-01,1959,6,46.0182,209.351,299.3309,1140.546,2.2906
1959-07-01,1959,7,48.9734,229.8171,445.2255,1367.1674,2.3272
1959-08-01,1959,8,100,488.899,1523.3365,4803.1538,87.046
1959-09-01,1959,9,100,583.9293,1487.2891,5294.7212,64.6895
1959-10-01,1959,10,114.2457,834.3465,1733.7609,8821.2734,168.8992
1959-11-01,1959,11,22.6238,159.1412,302.8655,1321.2018,2.4886
1959-12-01,1959,12,145.9436,501.9711,1291.1273,5323.8175,192.7774
1960-01-01,1960,1,26.1383,160.2354,207.2319,924.1257,0.9885
1960-02-01,1960,2,60.0929,179.4049,319.469,1264.0787,15.6179
1960-03-01,1960,3,10.4165,157.6441,71.5287,394.3474,0.0938
1960-04-01,1960,4,413.215,917.4112,3445.7773,10582.0828,370.8307
1960-05-01,1960,5,1283.2924,3100.2439,9611.2638,23023.2194,1124.9958
1960-06-01,1960,6,225.3738,1381.3337,4193.409,12137.3627,1052.3543
1960-07-01,1960,7,854.8263,6436.0537,18737.16,40769.5278,8541.7196
1960-08-01,1960,8,380.0504,3896.955,10723.9095,23112.3573,3592.3023
1960-09-01,1960,9,2690.0861,6160.7421,20543.2082,39508.0043,3016.3434
1960-10-01,1960,10,331.5696,305.8062,3887.9629,6009.1324,12.0008
1960-11-01,1960,11,1154.7751,1374.5157,5783.9912,12777.4172,328.1482
1960-12-01,1960,12,109.4876,200.9145,1064.3421,2122.5837,1.746
1961-01-01,1961,1,40.2941,189.1873,328.8488,726.5385,0.0001
1961-02-01,1961,2,16.1336,176.6364,133.5799,465.8463,0.0066
1961-03-01,1961,3,62.6065,272.3489,512.1279,1885.3595,0.3905
1961-04-01,1961,4,149.0004,437.376,1121.3118,2900.2962,2.7745
1961-05-01,1961,5,34.9432,234.0777,337.3063,1307.9037,0.3181
1961-06-01,1961,6,100,385.7185,699.68,3159.5666,9.657
1961-07-01,1961,7,133.7513,1068.9589,2328.7037,6789.1587,19.4612
1961-08-01,1961,8,110.4106,1508.1984,2488.6418,9337.7852,15.3514
1961-09-01,1961,9,44.2856,306.9628,722.6996,2188.1075,1.3848
1961-10-01,1961,10,100,338.541,847.8571,2321.9819,1.5605
1961-11-01,1961,11,29.1937,183.7231,216.8579,794.4625,0.4746
1961-12-01,1961,12,14.9958,184.9988,101.7549,484.3102,0.1644
1962-01-01,1962,1,34.6412,185.6023,79.924,352.4933,0.0212
1962-02-01,1962,2,8.1798,165.8316,52.1683,342.0547,0.0952
1962-03-01,1962,3,22.5243,182.208,58.3754,374.7163,0.2318
1962-04-01,1962,4,5.525,180.4277,49.818,402.3497,0.0339
1962-05-01,1962,5,100,416.2049,1116.1248,2692.73,8.8606
1962-06-01,1962,6,299.8295,858.1789,2821.9346,5307.7834,32.4452
1962-07-01,1962,7,100,453.7055,1466.0518,3070.6619,13.5488
1962-08-01,1962,8,100,1223.2619,2507.2925,5618.2255,52.1698
1962-09-01,1962,9,255.8935,2680.7873,6627.424,16204.738,317.9099
1962-10-01,1962,10,280.7709,1370.9041,4634.9794,14672.4109,1086.3301
1962-11-01,1962,11,59.7035,190.2268,911.15,2014.9202,2.9031
1962-12-01,1962,12,20.8396,188.0545,359.6326,985.2384,0.9294
1963-01-01,1963,1,1100.9235,1413.5278,5343.9354,12187.3522,136.2027
1963-02-01,1963,2,129.5965,227.9483,893.1708,2647.6177,1.0384
1963-03-01,1963,3,52.6871,194.9682,368.9472,1228.016,0.1559
1963-04-01,1963,4,14.3419,179.5886,131.0196,730.2158,0.0059
1963-05-01,1963,5,398.0644,1108.7318,3470.1011,15037.1,544.633
1963-06-01,1963,6,83.5412,331.1206,918.0495,7878.7661,100.7867
1963-07-01,1963,7,370.9095,2571.2225,5583.2232,17659.6591,1030.5358
1963-08-01,1963,8,137.2076,1634.7635,3654.643,9970.9264,840.3012
1963-09-01,1963,9,293.7761,2953.6681,6895.6732,20230.0518,3764.6127
1963-10-01,1963,10,90.7362,242.6914,1380.5387,3029.018,11.8952
1963-11-01,1963,11,18.2703,180.7803,411.1711,940.0509,0.0074
1963-12-01,1963,12,6.3302,180.8358,144.3646,464.8078,0.002
1964-01-01,1964,1,2.2562,177.0322,51.5762,272.5299,0.0002
1964-02-01,1964,2,100,460.1887,1406.203,3979.0376,31.4041
1964-03-01,1964,3,15.1837,180.6717,242.0174,879.3367,0.3554
1964-04-01,1964,4,145.2589,666.5452,1995.2549,5994.593,229.6163
1964-05-01,1964,5,59.102,398.4294,938.1823,3666.222,66.5471
1964-06-01,1964,6,77.5573,530.4261,1132.0324,4718.0001,480.3994
1964-07-01,1964,7,646.877,4987.4082,11217.2953,32429.3143,9228.5208
1964-08-01,1964,8,436.9404,4174.7658,10972.3832,26903.3671,4413.6192
1964-09-01,1964,9,880.8377,3792.6668,12394.4902,28839.0337,4482.3666
1964-10-01,1964,10,691.5802,2622.1122,8856.9913,21323.4593,3884.8673
1964-11-01,1964,11,361.9352,924.5529,4115.5748,9443.5202,100.1374
1964-12-01,1964,12,234.0758,1030.2583,2578.5586,10233.7904,50.4395
1965-01-01,1965,1,38.2684,199.1989,525.0954,1374.1644,0.2818
1965-02-01,1965,2,9.5766,178.7897,158.1287,491.2104,0.0001
1965-03-01,1965,3,5.0982,198.3315,77.4024,367.5406,0.0018
1965-04-01,1965,4,100,429.8035,900.2835,3105.8035,6.4531
1965-05-01,1965,5,73.9716,289.4548,597.4113,2433.9225,9.4765
1965-06-01,1965,6,55.5554,265.9421,446.195,1853.543,3.5459
1965-07-01,1965,7,228.3625,1233.2216,3345.5526,10255.577,95.4125
1965-08-01,1965,8,559.6265,3550.8382,8309.7361,25813.0735,428.898
1965-09-01,1965,9,110.0951,581.432,2129.2034,5247.7757,6.9387
1965-10-01,1965,10,37.506,215.4153,610.3439,1417.7173,0.0253
1965-11-01,1965,11,185.2817,730.2376,1861.101,4825.6135,16.5405
1965-12-01,1965,12,46.5197,215.0486,424.3688,1529.2336,0.3245
1966-01-01,1966,1,16.9619,202.1445,148.1306,694.4692,0.0132
1966-02-01,1966,2,84.8275,267.5751,419.0207,1491.4943,0.1648
1966-03-01,1966,3,100,305.9748,681.5952,2582.6784,7.6763
1966-04-01,1966,4,28.9774,237.9805,290.4858,1791.4997,1.1366
1966-05-01,1966,5,30.0276,245.6437,254.7682,1508.6393,0.1097
1966-06-01,1966,6,10.6908,194.2351,111.9311,1383.5065,0.4912
1966-07-01,1966,7,125.6116,711.82,1406.7857,8197.2126,25.903
1966-08-01,1966,8,526.1208,2978.7822,6595.185,22430.884,629.8812
1966-09-01,1966,9,165.0256,809.5969,2672.1445,6529.3558,68.9587
1966-10-01,1966,10,234.455,1413.6406,3253.842,11731.589,51.1522
1966-11-01,1966,11,88.1751,355.7873,1074.6495,3129.6561,1.3672
1966-12-01,1966,12,100,449.7538,1043.8028,4002.8478,123.4183
1967-01-01,1967,1,17.1924,187.8292,202.8598,865.0235,0.7024
1967-02-01,1967,2,4.1014,167.2379,61.184,334.599,0.0004
1967-03-01,1967,3,3.0244,185.9932,40.3988,294.4103,0.0009
1967-04-01,1967,4,2.457,179.1819,26.0161,263.8076,0.0077
1967-05-01,1967,5,11.5376,190.7807,94.9473,337.0616,0.0186
1967-06-01,1967,6,3.0282,177.5909,24.2162,209.2286,0.0021
1967-07-01,1967,7,27.4251,199.6446,161.5033,459.5307,0.0417
1967-08-01,1967,8,100,360.2046,950.128,2553.4472,8.5152
1967-09-01,1967,9,48.2155,245.17,471.2274,1293.9636,0.4493
1967-10-01,1967,10,8.7094,175.0981,100,362.2607,0.0022
1967-11-01,1967,11,4.9067,170.4318,53.2727,307.4538,0.0059
1967-12-01,1967,12,16.815,180.2086,107.2032,656.145,0.5555
1968-01-01,1968,1,9.3904,170.3505,38.6139,362.4237,0.0105
1968-02-01,1968,2,1.3342,150.9166,8.6774,194.2497,0.0004
1968-03-01,1968,3,54.3953,171.0198,124.687,397.3669,0.0203
1968-04-01,1968,4,371.9959,702.4366,2952.3448,5077.8209,39.3482
1968-05-01,1968,5,597.0253,1384.1263,5361.4883,10653.4174,262.5604
1968-06-01,1968,6,227.8081,1960.44,5780.1763,12179.0458,550.9195
1968-07-01,1968,7,276.8519,2502.7876,8489.066,14786.426,1045.7496
1968-08-01,1968,8,537.5736,3402.9264,11053.387,22407.8631,4157.1156
1968-09-01,1968,9,100,463.492,2812.3401,5019.7626,29.1063
1968-10-01,1968,10,620.9058,2109.6176,6972.4689,16665.5569,372.4437
1968-11-01,1968,11,333.4904,743.9417,3235.6645,7797.2113,142.4014
1968-12-01,1968,12,83.1852,222.9349,802.7637,1808.124,0.8767
1969-01-01,1969,1,25.0517,184.9558,272.5203,741.5199,0.1036
1969-02-01,1969,2,78.1228,234.1675,490.6407,2683.0599,7.6386
1969-03-01,1969,3,26.3996,185.7189,146.0045,719.3808,0.0779
1969-04-01,1969,4,13.1427,182.145,114.1968,689.0968,0.6862
1969-05-01,1969,5,100,435.9924,1010.6618,3807.7793,16.0702
1969-06-01,1969,6,17.2035,173.0728,168.2472,912.7221,0.3956
1969-07-01,1969,7,100,443.3871,1066.8343,4118.6827,29.4209
1969-08-01,1969,8,100,653.4053,2002.7599,8395.7501,242.8541
1969-09-01,1969,9,281.8847,1622.9316,3931.7225,14471.8916,374.8833
1969-10-01,1969,10,44.069,185.4172,676.3731,1934.9958,2.4747
1969-11-01,1969,11,108.2378,554.0611,1555.2545,4439.9036,16.5306
1969-12-01,1969,12,48.9519,248.1677,504.8114,1850.7364,1.7707
1970-01-01,1970,1,278.6823,771.8534,1865.7459,15545.9835,76.6912
1970-02-01,1970,2,33.2958,151.4655,259.477,1538.1413,0.3911
1970-03-01,1970,3,424.2549,1590.2294,3150.0019,12632.7598,16.976
1970-04-01,1970,4,160.1313,642.3329,1643.3375,9851.2607,48.2492
1970-05-01,1970,5,100,923.1024,1294.6012,11263.5922,85.2094
1970-06-01,1970,6,100,687.3582,1152.7059,7633.9741,92.8917
1970-07-01,1970,7,100,2362.6423,2530.2377,12000.1198,550.4841
1970-08-01,1970,8,345.783,4311.3137,7435.5078,24430.5618,6151.6167
1970-09-01,1970,9,111.5149,2118.3747,5169.4015,20298.8737,2141.7015
1970-10-01,1970,10,68.8566,325.4447,1449.0179,4118.6139,34.067
1970-11-01,1970,11,178.9383,1153.4449,3261.5022,15973.7828,963.3074
1970-12-01,1970,12,100,543.1898,1270.8011,12834.7188,69.3893
1971-01-01,1971,1,101.4002,897.5317,1206.7518,8197.9999,7.5695
1971-02-01,1971,2,103.6557,441.7341,969.6364,7862.9236,5.2277
1971-03-01,1971,3,21.9007,184.0939,200.8123,1144.406,0.0908
1971-04-01,1971,4,134.6417,351.4014,861.6175,3847.8537,36.6848
1971-05-01,1971,5,259.728,984.4399,2035.064,13370.7851,391.443
1971-06-01,1971,6,165.0666,901.5006,1956.0112,10881.6065,1631.0331
1971-07-01,1971,7,76.4903,360.2989,789.4823,3488.2832,698.1129
1971-08-01,1971,8,100,908.212,1441.9785,5882.0666,251.8934
1971-09-01,1971,9,123.0318,1178.4747,2588.4321,9180.3905,1451.4403
1971-10-01,1971,10,613.5623,2573.8807,6289.0831,20250.8986,2958.2124
1971-11-01,1971,11,789.1621,2911.1054,7139.1711,23660.2478,1169.0547
1971-12-01,1971,12,211.2439,718.8228,2573.2033,12733.726,1381.547
1972-01-01,1972,1,75.3815,265.6073,772.9343,3044.4524,15.4243
1972-02-01,1972,2,211.8655,593.2939,1238.1297,7032.7327,208.9645
1972-03-01,1972,3,40.5086,244.2556,294.5791,2323.6961,33.4163
1972-04-01,1972,4,125.2959,314.0793,775.8424,6178.7275,227.7524
1972-05-01,1972,5,30.5624,202.9381,200.5993,1773.979,18.8722
1972-06-01,1972,6,12.4172,191.4897,105.1589,1804.6109,79.6225
1972-07-01,1972,7,77.1524,354.089,489.2843,6491.5441,1727.0467
1972-08-01,1972,8,100,503.7589,903.6095,5391.1393,1252.7406
1972-09-01,1972,9,19.8049,185.7948,167.5242,1132.3781,9.0812
1972-10-01,1972,10,88.0375,306.2348,481.3621,1755.441,4.2967
1972-11-01,1972,11,34.0278,178.1504,164.7953,711.428,0.9399
1972-12-01,1972,12,5.3494,170.0632,37.7632,287.4528,0.0048
1973-01-01,1973,1,25.0326,176.3625,100,445.7609,0.6514
1973-02-01,1973,2,2044.4705,3004.7667,11013.4973,27034.0247,468.2005
1973-03-01,1973,3,226.82,237.562,1830.9718,5105.3854,7.444
1973-04-01,1973,4,100,207.5612,726.7629,2059.9641,1.9191
1973-05-01,1973,5,221.4087,726.1789,2130.5213,10560.9457,456.1479
1973-06-01,1973,6,104.1417,730.2938,1398.2888,9500.5694,1793.3342
1973-07-01,1973,7,94.3944,475.0607,1118.9167,5009.1256,516.142
1973-08-01,1973,8,267.8613,2303.1548,4050.1965,14694.8079,2683.8523
1973-09-01,1973,9,220.2483,1245.1844,2918.4808,9260.2417,264.4215
1973-10-01,1973,10,399.934,816.1481,3198.3919,7401.513,191.7111
1973-11-01,1973,11,165.5871,762.1164,2130.6502,10419.5572,73.5577
1973-12-01,1973,12,97.4889,250.2385,633.6587,2012.8204,1.0472
1974-01-01,1974,1,100,225.2814,552.6847,1989.9166,16.2912
1974-02-01,1974,2,23.6641,158.1969,128.2415,545.8483,0.1181
1974-03-01,1974,3,11.9594,175.0959,67.9062,481.4357,11.6991
1974-04-01,1974,4,198.0152,881.1129,2645.6507,10392.7424,658.2998
1974-05-01,1974,5,588.9388,1436.3841,5163.1308,16278.501,2463.0491
1974-06-01,1974,6,84.3328,338.6212,1148.446,5066.9451,99.662
1974-07-01,1974,7,491.1226,3765.7302,10513.8285,28602.2693,6960.0562
1974-08-01,1974,8,398.8134,4951.6133,12916.8933,34149.9237,5983.4396
1974-09-01,1974,9,761.3696,4070.1463,13331.933,26428.9857,2177.9395
1974-10-01,1974,10,627.4649,1478.4301,7785.6409,16304.013,1416.8457
1974-11-01,1974,11,100,363.4382,1852.0268,3708.2731,2.5987
1974-12-01,1974,12,58.7711,221.6126,670.6995,1512.8912,0.4498
1975-01-01,1975,1,23.7084,196.8487,253.867,678.2802,0.006
1975-02-01,1975,2,4.028,170.7637,68.418,287.7932,0
1975-03-01,1975,3,100,386.5486,985.7915,2927.2185,6.5987
1975-04-01,1975,4,16.8755,185.7543,158.0787,674.3306,0.0389
1975-05-01,1975,5,83.521,288.0455,566.0165,1815.4073,1.2276
1975-06-01,1975,6,24.98,212.474,207.4114,1159.4261,0.4424
1975-07-01,1975,7,94.655,315.4437,888.6885,3467.1546,30.5896
1975-08-01,1975,8,344.8138,1234.3632,3724.4956,14067.9999,265.8434
1975-09-01,1975,9,512.3964,1594.0644,5078.6446,16542.0635,623.8605
1975-10-01,1975,10,2633.5813,5584.3014,19015.6898,45235.1449,8453.9446
1975-11-01,1975,11,335.7824,393.7082,3592.077,6976.4116,34.1097
1975-12-01,1975,12,95.8396,194.942,1070.7288,2039.9972,0.1287
1976-01-01,1976,1,25.1978,189.3195,339.9355,720.1801,0.0006
1976-02-01,1976,2,20.3716,173.4019,144.877,406.5133,0.0036
1976-03-01,1976,3,11.8693,196.1232,130.6989,661.5587,0.4468
1976-04-01,1976,4,3.7373,182.3288,40.0582,299.9074,0.016
1976-05-01,1976,5,6.5389,188.9786,39.3801,247.0181,0.0035
1976-06-01,1976,6,97.5462,339.0919,714.0541,1923.4498,2.3679
1976-07-01,1976,7,22.351,193.7119,193.7204,608.0185,0.046
1976-08-01,1976,8,100,432.1001,1224.8496,3630.4369,21.3665
1976-09-01,1976,9,253.8206,1051.7689,3117.2787,9833.7685,175.9992
1976-10-01,1976,10,376.197,2012.4449,5074.7426,20500.3234,78.0759
1976-11-01,1976,11,129.4455,475.6667,1804.9188,6056.8912,6.8866
1976-12-01,1976,12,100,353.0997,1018.6247,4652.8149,6.0696
1977-01-01,1977,1,22.5861,183.5204,238.3514,999.7493,0.4003
1977-02-01,1977,2,12.8906,174.0902,100,1141.8838,0.3374
1977-03-01,1977,3,15.8355,183.5398,93.9276,585.1866,0.1228
1977-04-01,1977,4,25.8197,196.4407,130.5778,730.7076,0.0059
1977-05-01,1977,5,319.7184,741.8633,2469.2185,11207.6589,212.8001
1977-06-01,1977,6,1403.0176,3790.7872,12469.0356,35444.1954,2628.157
1977-07-01,1977,7,325.2125,2357.0798,7220.2459,23952.289,4295.6856
1977-08-01,1977,8,100,621.1364,2531.9179,6251.8348,113.8161
1977-09-01,1977,9,85.943,511.5488,1413.5162,3931.6014,23.3353
1977-10-01,1977,10,31.4554,205.2183,433.3239,1184.6837,2.3403
1977-11-01,1977,11,24.6413,196.9926,249.2294,974.5453,2.6559
1977-12-01,1977,12,6.7123,181.0457,74.6649,411.6689,0.0249
1978-01-01,1978,1,23.1239,193.6422,100,458.3647,0.0103
1978-02-01,1978,2,7.0378,165.8512,42.4395,327.2602,0.0022
1978-03-01,1978,3,10.6339,188.4367,78.6059,601.5889,0.0191
1978-04-01,1978,4,61.4559,224.4152,359.1945,1570.2378,2.6122
1978-05-01,1978,5,101.9563,422.6126,1060.5395,4112.6508,16.1252
1978-06-01,1978,6,71.4146,960.5778,1528.754,14660.1106,212.9192
1978-07-01,1978,7,265.5634,3349.0271,7065.8889,28188.7676,3925.967
1978-08-01,1978,8,318.2022,4120.5466,9385.1726,28124.1309,5052.9167
1978-09-01,1978,9,253.6898,2831.6294,8343.4004,22395.0234,3245.904
1978-10-01,1978,10,149.7055,707.2242,2693.4061,5642.6886,63.4965
1978-11-01,1978,11,651.0665,3247.6989,7050.7914,30749.7128,8660.6922
1978-12-01,1978,12,314.7072,898.5898,4144.158,22646.9213,5031.6552
1979-01-01,1979,1,189.849,417.6554,1704.5915,4376.0249,8.2903
1979-02-01,1979,2,48.2541,190.7468,438.2757,1356.3873,0.0844
1979-03-01,1979,3,14.614,199.9954,181.8766,689.079,0.007
1979-04-01,1979,4,24.1184,199.7273,153.1513,711.8757,0.6815
1979-05-01,1979,5,100,324.9335,745.447,2599.3507,28.2158
1979-06-01,1979,6,27.2319,207.023,210.4214,1751.2708,9.779
1979-07-01,1979,7,29.7953,218.1775,259.4008,1423.2153,1.8797
1979-08-01,1979,8,106.7073,602.95,1336.9758,9084.6453,475.6985
1979-09-01,1979,9,221.4538,938.1437,2121.3511,12384.4424,1078.1345
1979-10-01,1979,10,368.8501,1047.4838,3391.7422,13810.63,966.7669
1979-11-01,1979,11,62.7022,195.2611,656.1535,2083.9171,9.9131
1979-12-01,1979,12,16.1806,182.1869,198.1897,725.8236,0.1046
1980-01-01,1980,1,16.0337,195.1426,119.8998,746.6624,0.1532
1980-02-01,1980,2,2.2957,161.7425,27.6068,265.5825,0.0008
1980-03-01,1980,3,1.3001,177.6612,13.7839,236.5222,0.0009
1980-04-01,1980,4,50.3794,190.3776,238.8901,765.7114,3.4357
1980-05-01,1980,5,74.4685,235.2255,383.226,1061.3502,2.0627
